Aダイヤ 二子玉川駅 下り時刻表,,,,,,,,,,,,,,,,,,,,
4,各停,,,,,,,,,,,,,,,,,,,
,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
10,各停,急行,各停,各停,急行,各停,各停,急行,各停,各停,各停,急行,各停,,,,,,,
,3,9,11,15,21,24,31,36,39,45,51,56,59,,,,,,,
,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,,,,,,,
,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
11,各停,各停,急行,各停,各停,各停,急行,各停,各停,各停,急行,,,,,,,,,
,5,11,16,19,25,31,36,39,45,51,56,,,,,,,,,
,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,,,,,,,,,
,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,
12,各停,各停,各停,急行,各停,各停,各停,急行,各停,各停,各停,急行,,,,,,,,
,0,5,11,16,20,25,31,36,40,45,51,56,,,,,,,,
,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,,,,,,,,
,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,
13,各停,各停,各停,急行,各停,各停,各停,急行,各停,各停,各停,急行,,,,,,,,
,0,5,11,16,20,25,31,36,40,45,51,56,,,,,,,,
,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,,,,,,,,
,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,
14,各停,各停,各停,急行,各停,各停,各停,急行,各停,各停,各停,急行,,,,,,,,
,0,5,11,16,20,25,31,36,40,45,51,56,,,,,,,,
,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,,,,,,,,
,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,
15,各停,各停,各停,急行,各停,各停,各停,各停,急行,各停,各停,各停,急行,,,,,,,
,0,5,11,16,20,25,31,34,36,41,47,52,57,,,,,,,
,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,,,,,,,
,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
16,各停,各停,各停,急行,各停,各停,各停,各停,急行,各停,各停,各停,各停,急行,各停,,,,,
,0,5,11,17,18,23,27,31,33,37,41,46,49,52,56,,,,,
,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,,,,,
,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
17,各停,各停,急行,各停,各停,各停,急行,各停,各停,各停,急行,各停,各停,各停,急行,各停,,,,
,1,4,7,11,16,19,22,26,31,34,37,41,46,49,52,56,,,,
,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,,,,
,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,
18,各停,各停,急行,各停,各停,各停,急行,各停,各停,各停,急行,各停,各停,各停,急行,各停,,,,
,1,4,7,11,16,19,22,26,31,34,37,41,46,49,52,56,,,,
,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,,,,
,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,
19,各停,各停,急行,各停,各停,各停,急行,各停,各停,各停,急行,各停,各停,各停,急行,各停,,,,
,1,4,7,11,16,19,22,26,31,34,37,41,46,49,52,56,,,,
,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,,,,
,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,
20,各停,各停,急行,各停,各停,各停,急行,各停,各停,各停,急行,各停,各停,各停,各停,急行,,,,
,1,4,7,11,16,19,22,26,31,34,37,41,46,51,54,57,,,,
,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,,,,
,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,
21,各停,各停,各停,急行,各停,各停,各停,急行,各停,各停,各停,急行,,,,,,,,
,2,6,11,17,19,25,31,37,40,46,52,57,,,,,,,,
,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,,,,,,,,
,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,
22,各停,各停,各停,各停,各停,急行,各停,各停,,,,,,,,,,,,
,1,10,19,26,33,40,43,54,,,,,,,,,,,,
,大井町,大井町,大井町,大井町,大井町,大井町,大井町,大井町,,,,,,,,,,,,
,3,3,3,3,3,3,3,3,,,,,,,,,,,,
23,各停,各停,各停,各停,各停,,,,,,,,,,,,,,,
,5,16,26,36,50,,,,,,,,,,,,,,,
,大井町,大井町,大井町,大井町,大井町,,,,,,,,,,,,,,,
,3,3,3,3,3,,,,,,,,,,,,,,,
0,各停,各停,,,,,,,,,,,,,,,,,,
,5,22,,,,,,,,,,,,,,,,,,
,大井町,大井町,,,,,,,,,,,,,,,,,,
,3,3,,,,,,,,,,,,,,,,,,
