Aダイヤ 二子玉川駅 下り時刻表,,,,,,,,,,,,,,,,,,,,,
5,各停,各停,各停,,,,,,,,,,,,,,,,,,
,中央林間,長津田,中央林間,中央林間,長津田,中央林間,中央林間,中央林間,中央林間,中央林間,中央林間,中央林間,中央林間,中央林間,長津田,長津田,中央林間,中央林間,中央林間,,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
20,各停,各停,急行,各停,各停,急行,各停,各停,急行,各停,各停,急行,各停,各停,急行,各停,各停,急行,各停,,
,00,03,07,09,12,16,20,22,26,29,32,36,38,42,45,47,52,56,58,,
,長津田,中央林間,中央林間,中央林間,中央林間,中央林間,長津田,中央林間,中央林間,長津田,中央林間,中央林間,中央林間,長津田,中央林間,中央林間,長津田,中央林間,中央林間,,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
21,各停,急行,各停,各停,急行,各停,各停,急行,各停,各停,急行,各停,各停,急行,各停,各停,,,,,
,03,07,09,12,16,20,24,28,30,34,37,41,44,49,51,55,,,,,
,中央林間,中央林間,中央林間,中央林間,中央林間,長津田,中央林間,中央林間,中央林間,中央林間,中央林間,中央林間,長津田,中央林間,中央林間,長津田,,,,,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
22,急行,各停,各停,急行,各停,各停,急行,各停,各停,急行,各停,各停,急行,各停,各停,急行,,,,,
,00,02,07,12,14,18,22,25,29,35,37,44,48,50,54,57,,,,,
,中央林間,中央林間,長津田,中央林間,中央林間,長津田,中央林間,中央林間,中央林間,中央林間,中央林間,中央林間,長津田,中央林間,中央林間,中央林間,,,,,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
23,各停,各停,急行,各停,各停,急行,各停,各停,各停,急行,各停,各停,各停,準急,,,,,,,
,02,06,09,13,19,23,26,30,35,39,41,48,52,57,,,,,,,
,中央林間,中央林間,長津田,長津田,中央林間,中央林間,中央林間,長津田,中央林間,中央林間,長津田,長津田,中央林間,中央林間,,,,,,,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
0,各停,各停,各停,準急,各停,各停,各停,,,,,,,,,,,,,,
,02,09,13,19,25,33,40,,,,,,,,,,,,,,
,長津田,中央林間,長津田,長津田,長津田,鷺沼,鷺沼,,,,,,,,,,,,,,
,1,1,1,1,1,1,1,,,,,,,,,,,,,,
